id,keep,target,paraphrase,negation,neg_markers,neg_tier,containment,para_containment,prompt_id,genre,note,review_note
hn118183,n,קבע את בסיס המחאה ואת פתרונה.,בסיס המחאה ופתרונה; קבע אותו.,אין לקבוע את בסיס המחאה ואת פתרונה.,אין,strong,0.83,0.50,118183,government,,imperative turned into a prohibition; paraphrase garbled
hn118617,n,ניתן לשלוח תלונות ישירות ל-Critical Path.,הנתיב הקריטי הוא המקום שאליו ניתן לשלוח את השיחות.,תלונות לא ניתן לשלוח ל-Critical Path.,לא,strong,0.83,0.33,118617,slate,,negation drops ישירות and reorders; paraphrase unrelated
hn122021,n,משהו דומה אולי קורה עם התמונות.,משהו דומה עשוי להתרחש עם התמונות.,משהו דומה בהחלט לא קורה עם התמונות.,לא,strong,0.83,0.67,122021,slate,,modality changed: אולי -> בהחלט
hn122584,n,אבל הייתי צריך לשים לב יותר.,הייתי צריך לשים לב יותר.,לא הייתי צריך לשים לב לזה יותר מדי.,לא,strong,0.83,0.83,122584,slate,,negation adds לזה and מדי
hn129216,n,"קרן המחקר של מנהלים פיננסיים, 1993.",קרן המחקר של מנהלים פיננסיים נוסדה בשנת 1993,קרן המחקר של מנהלים פיננסיים אינה קיימת.,אינה,strong,0.83,1.00,129216,government,,target is a citation fragment
hn133200,y,הייתי רוצה שהוא יראה את זה.,קיוויתי שהוא יוכל לראות זאת.,אני לא רוצה שהוא יראה את זה.,לא,strong,0.83,0.17,133200,fiction,,
hn1409,n,השופט בדימוס ג'וזף תלהופר הסכים.,השופט לשעבר ג'וזף טלהופר הסכים.,השופט ג'וזף תלהופר לא הסכים.,לא,strong,0.83,0.67,1409,government,,negation drops בדימוס
hn14371,y,תוכנית עורכי הדין המתנדבים של לשכת עורכי הדין של מדינת אלבמה עוזרת למדינה במידה מסוימת.,במידה מסוימת תוכנית עורכי הדין המתנדבים של לשכת עורכי הדין של מדינת אלבמה עוזרת למדינה.,תוכנית עורכי הדין המתנדבים של לשכת עורכי הדין של מדינת אלבמה לא עוזרת למדינה בשום צורה.,לא | בשום צורה,"phrase,strong",0.83,1.00,14371,government,quantifier,quantifier
hn144477,n,"הפלישה הנאצית, מלחמת העולם השנייה והשואה","השואה, מלחמת העולם השנייה ופלישת הנאצים.","לא מלחמת העולם השנייה, לא הפלישה הנאצית ולא השואה.",לא | לא | ולא,strong,0.83,0.50,144477,travel,,target is a list fragment
hn16974,n,פיט דוקינס בניו ג'רזי ב-1988,פיט דוקינס נסע לניו ג'רזי.,פיט דוקינס מעולם לא היה בניו ג'רזי.,מעולם לא,phrase,0.83,0.67,16974,slate,,target is a caption fragment
hn22069,n,שלושה דברים שאנחנו יודעים על השוויצרים.,ישנם שלושה דברים שאנחנו מבינים לגבי השוויצרים.,יש שלושים דברים שאנחנו לא יודעים על השוויצרים.,לא,strong,0.83,0.67,22069,slate,,number changed: שלושה -> שלושים
hn2588,y,נאמר לו שמישהו מחפש אותו בבר.,הוא שמע שמישהו בבר מחפש אותו.,לא סיפרו לו שמישהו מחפש אותו בבר.,לא,strong,0.83,0.67,2588,fiction,,
hn28728,n,מתי מחקרי מקרה משמשים כראוי בהערכה?,ניתן להשתמש במחקרי מקרה כראוי בהערכה.,מחקרי מקרה לעולם לא משמשים כראוי בהערכה.,לא,strong,0.83,0.50,28728,government,,"target is a question, negation is a statement"
hn31782,n,שסתום מדידה - מערכת העברה פנאומטית או מכנית להעברת הסופח למיקום ההזרקה,מערכת הולכה פנאומטית או מכנית היא חלק מהגדרת שסתום מדידה.,שסתום מדידה אינו מערכת העברה מכנית או פנאומטית להעברת הסופח למקום ההזרקה.,אינו,strong,0.83,0.50,31782,government,,"target is a glossary definition, not a proposition"
hn40208,y,משהו השתנה וכולם ראו את זה.,כולם ראו שמשהו השתנה.,שום דבר לא השתנה וכולם ראו את זה.,שום דבר | לא,"phrase,strong",0.83,0.33,40208,fiction,quantifier,quantifier
hn46423,y,כולם מדברים כאילו הסיכונים הם עצומים.,כולם מדברים כאילו הסיכונים הם אדירים.,כולם מדברים כאילו הסיכונים לא עצומים.,לא,strong,0.83,0.67,46423,slate,,
hn50640,n,איך אתה הולך לעשות את זה?',איך תעשה את זה?,אתה לא הולך לעשות את זה.,לא,strong,0.83,0.50,50640,fiction,,"target is a question, negation is a statement"
hn51230,n,הוא נמצא רק על חצי האי.,,הוא לא נמצא על חצי האי.,לא,strong,0.83,0.00,51230,travel,WRITE PARAPHRASE,"negation drops רק, which changes the claim"
hn5132,y,זה בדיוק מה שהיא בוחרת לשתות.,זה בדיוק המשקה שהיא בוחרת.,זה אף פעם לא מה שהיא בוחרת לשתות.,אף פעם | לא,"phrase,strong",0.83,0.00,5132,slate,quantifier,quantifier
hn55092,n,פונקציות תגובה-ריכוז לתמותה מוקדמת הקשורה ל-PM,הפונקציה לתמותה מוקדמת הקשורה ל-PM היא ריכוז-תגובה.,פונקציות ריכוז-תגובה אינן קשורות לתמותה מוקדמת הקשורה ל-PM.,אינן,strong,0.83,0.67,55092,government,,target is a heading
hn63486,n,האיש השני מעד על גופתו ונפל.,האיש השני נפל לאחר שנתקל בגופו.,האיש השני מעד על גופתו אך לא נפל.,לא,strong,0.83,0.33,63486,fiction,,only the second verb is negated
hn64680,y,אנחנו יכולים לעשות את זה שוב.,אנחנו יכולים לעשות זאת בפעם אחרת.,אנחנו לא מסוגלים לעשות את זה שוב.,לא,strong,0.83,0.50,64680,fiction,,
hn64816,n,כאן נמצאת ההפתעה הגדולה ביותר שלנו.,ההפתעה הגדולה ביותר קיימת כאן.,שם לא נמצאת ההפתעה הגדולה ביותר שלנו.,לא,strong,0.83,0.67,64816,fiction,,deixis changed: כאן -> שם
hn70749,y,חברות וול סטריט כפופות לאותן נטיות.,מגמות מסוימות משותפות לחברות וול סטריט.,חברות וול סטריט אינן נוטות לאותן נטיות.,אינן,strong,0.83,0.33,70749,government,,
hn80579,y,זה עדיין המלון הפופולרי ביותר לקבוצות.,קבוצות אוהבות את המלון הזה הכי הרבה.,זה לא המלון הפופולרי ביותר לקבוצות.,לא,strong,0.83,0.17,80579,travel,,
hn86303,n,מחלקת ההגנה תוכל להתחיל בייצור מלא.,ייתכן שמשרד ההגנה יוכל להתחיל בייצור מלא.,מחלקת ההגנה לא יכלה להתחיל בייצור מלא.,לא,strong,0.83,0.67,86303,government,,tense changed: תוכל -> יכלה
hn8941,n,'אני רוצה לראות את זה בעצמי.,הייתי רוצה לראות זאת בעצמי.,אני לא רוצה לראות את זה.,לא,strong,0.83,0.50,8941,fiction,,negation drops בעצמי
hn92742,n,פקידים המבצעים אישורים מנהליים בדרך כלל אחראים על פחות היבטים של עסקה.,,פקידים המבצעים אישורים מנהליים בדרך כלל אינם אחראים לפחות היבטים של עסקה.,אינם,strong,0.83,0.00,92742,government,WRITE PARAPHRASE,negating a comparative (פחות היבטים) is not a clean polarity flip
hn92919,y,"לאחרונה, ניהלנו בהצלחה את המעבר ל-Y2K.",לאחרונה ניהלנו את המעבר ל-Y2K בהצלחה.,לא ניהלנו את המעבר ל-Y2K בהצלחה.,לא,strong,0.83,0.17,92919,government,,
hn97952,y,"חייב להיות משהו ביניהם, היא חשבה.","יש משהו ביניהם, היא חשבה.",היא לא חשבה שיכול להיות ביניהם משהו.,לא,strong,0.83,0.67,97952,slate,neg-raising,neg-raising
hn101865,n,(יהיה זול יותר לקנות את המניה בשוק הפתוח מאשר באמצעות האופציות.),קניית המניה בשוק הפתוח תהיה זולה יותר מאשר שימוש באופציות.,"יהיה זול יותר לקנות את המניה באמצעות אופציות, ולא בשוק הפתוח.",ולא,strong,0.82,0.45,101865,slate,,the two options are swapped rather than negated
hn106138,n,זה עולה בקנה אחד עם החששות של המועצה ושל רשות השיכון.,לרשות השיכון ולמועצה יש חששות מסוימים.,זה לא עולה בקנה אחד עם החששות של רשות השיכון.,לא,strong,0.82,0.09,106138,government,,negation drops המועצה
hn119340,n,"אתר האינטרנט של המרכז כולל מידע על הפרויקטים, המחקר והפרסומים שלו.","מידע על פרסומים, מחקרים ופרויקטים נכלל באתר האינטרנט של המרכז.",אתר האינטרנט של המרכז לא כולל מידע על הפרויקטים שלו.,לא,strong,0.82,0.45,119340,government,,negation drops המחקר והפרסומים
hn121155,y,אחד מהגורמים המשפיעים על הביקוש לשירותי דואר הוא מספר משקי הבית.,אחד הגורמים המשפיעים על הביקוש לשירותי דואר הוא מספר משקי הבית.,אחד הגורמים המשפיעים על הביקוש לשירותי דואר אינו מספר משקי הבית.,אינו,strong,0.82,0.91,121155,government,,
hn37853,y,"כל עוד הכיסוי גבוה יחסית, המובילים יצטרכו לכסות את כל המסלול שלהם.","אם הכיסוי גבוה, המובילים יצטרכו לכסות את כל המסלול שלהם.","אם הכיסוי גבוה, המובילים לא יצטרכו לכסות את כל המסלול שלהם.",לא,strong,0.82,0.82,37853,government,,paraphrase and negation share the same conditional
hn42429,y,הניתוח הסופי הועבר ליועץ הראשי לעריכת דין של מינהל העסקים הקטנים.,היועץ הראשי לענייני תמיכה של מינהל העסקים הקטנים קיבל את הניתוח הסופי.,הניתוח הסופי לא הועבר ליועץ הראשי לענייני תמיכה של מינהל העסקים הקטנים.,לא,strong,0.82,0.64,42429,government,,paraphrase and negation share the same rewording of the role
hn59755,y,ההגדרה של שנה מכוסה קובעת מתי תתחיל תוכנית המסחר החדשה של WRAP.,הגדרת השנה המכוסה קובעת מתי תתחיל תוכנית המסחר החדשה של WRAP.,ההגדרה של השנה המכוסה אינה קובעת מתי תתחיל תוכנית המסחר החדשה של WRAP.,אינה,strong,0.82,0.73,59755,government,,
hn25053,y,התערבויות קצרות ניתן להשתמש בהן כדי לדרבן מטופלים כאלה לחפש או לקבל הפניה לטיפול אינטנסיבי יותר.,"כדי לתמרץ מטופלים כאלה לחפש או לקבל הפניה לטיפול אינטנסיבי יותר, ניתן להשתמש בהתערבויות קצרות.","כדי לדרבן חולים כאלה לחפש או לקבל הפניה לטיפול אינטנסיבי יותר, לא ניתן להשתמש בהתערבויות קצרות.",לא,strong,0.81,0.81,25053,government,,
hn100780,y,זה מתאים למה שדורקאס שמעה.,זה תואם את מה שדורקאס שמעה.,זה לא תואם למה שדורקאס שמעה.,לא,strong,0.80,0.60,100780,fiction,,
hn10175,y,"ובכן, נמצא אותו, אמר גבריאל.",גבריאל אמר שנמצא אותו.,"""אנחנו לעולם לא נמצא אותו"" אמר גבריאל.",לא,strong,0.80,0.60,10175,fiction,quantifier,quantifier
hn1046,y,זה נראה כאילו הכל בסדר.,נראה שהכל הולך טוב.,נראה כאילו הכל לא בסדר.,לא,strong,0.80,0.20,1046,slate,,
