id,keep,target,paraphrase,negation,neg_markers,neg_tier,containment,para_containment,prompt_id,genre,note
hn143862,?,משרד החקירות המיוחדות (OSI) הוא יחידה מיוחדת בתוך GAO המאוישת על ידי חוקרים פליליים.,OSI היא יחידה מיוחדת בתוך ה-GAO המאוישת על ידי חוקרים פליליים.,OSI אינה יחידה מיוחדת בתוך GAO שמאוישת על ידי חוקרים פליליים.,אינה,strong,0.64,0.64,143862,government,
hn30630,?,הייתי מודאג אם ווסט היה מגייס את עמדות המדיניות של בראדלי.,הייתי מודאג אם ווסט היה כותב את המדיניות.,לא הייתי מודאג אם ווסט היה כותב את המדיניות.,לא,strong,0.64,0.64,30630,slate,
hn45527,?,"על פי המבוא לכלל הסופי, HUD קיבל 354 הערות על הכלל המוצע.","HUD קיבלה 354 הערות על הצעת החוק, על פי המבוא לחוק הסופי.","על פי המבוא לכלל הסופי, HUD לא קיבלה שום הערות.",לא,strong,0.64,0.64,45527,government,
hn53350,?,על פינות הגג ההפוכות של המקדש המוזהב המנצנץ עומדים ציפורים מארד.,ציפורים מברונזה עומדות על פינות הגג ההפוכות של המקדש המוזהב.,אין ציפורים מברונזה על פינות הגג ההפוכות של המקדש.,אין,strong,0.64,0.73,53350,travel,
hn714,?,"המלכה מארי אנטואנט, רובספייר, דנטון וסן-ז'וסט בילו את לילותיהם האחרונים בגלרי דה פריזונייר.","גלריית האסירים אירחה את המלכה מארי-אנטואנט, רובספייר, דנטון וסן-ז'וסט.","המלכה מארי אנטואנט, רובספייר, דנטון וסן-ז'וסט לא היו מעולם בגלרי דה פריזוניירס",לא | מעולם,strong,0.64,0.43,714,travel,
hn21173,?,"שיעורי האוריינות הם רק אינדיקטור לחינוך, שהוא עצמו דרך נוספת לדבר על מעבר עולמי מאורח חיים של יד לפה.","שיעורי האוריינות הם רק אינדקס לחינוך, שהוא דרך לדבר על מעבר מאורח חיים של יד לפה.",שיעורי האוריינות אינם אינדקס לחינוך שהוא דרך לדבר על מעבר לאורח חיים של יד לפה.,אינם,strong,0.63,0.79,21173,slate,
hn53258,?,"בהתאם לסטנדרטים לביקורת ממשלתית מקובלים, GAO מעדיף להשתמש במוצרים שפורסמו כדי להעביר את התוצאות הסופיות של עבודתו מכיוון שהם",GAO מעדיף להשתמש במוצרים מפורסמים כדי לתקשר את התוצאות הסופיות של עבודתו,GAO לא מעדיף להשתמש במוצרים שפורסמו כדי להעביר את התוצאות הסופיות של עבודתו,לא,strong,0.63,0.53,53258,government,
hn101571,?,סביבת בקרה חיובית היא הבסיס לכל יתר התקנים.,כל התקנים האחרים מנותבים בסביבת בקרה חיובית.,סביבת בקרה חיובית אינה הכרחית לכל התקנים.,אינה,strong,0.62,0.38,101571,government,
hn112531,?,"פרס סנדרה דיי אוקונור לשנת 2002 לשירות מקצועי הוענק לקונר בטקס בארה""ב",קונר קיבל פרס ב-2002.,פרס סנדרה דיי אוקונור לשירות מקצועי לא הוענק בשנת 2002.,לא,strong,0.62,0.08,112531,government,
hn114172,?,אז הוא צריך להישאר בסנאט ולהמשיך לעשות צרות.,,הוא לא צריך להישאר בסנאט ולעשות יותר צרות.,לא,strong,0.62,0.00,114172,slate,WRITE PARAPHRASE
hn116651,?,זה מקום נהדר להתחיל בו את הביקור שלך.,זהו מיקום נפלא להתחיל בו את הביקור שלך.,זה לא המקום להתחיל את הביקור שלך.,לא,strong,0.62,0.62,116651,travel,
hn117830,?,ועדת ההימורים הלאומית האחרונה הייתה באמצע שנות ה-70.,ועדת ההימורים הלאומית האחרונה התקיימה בשנות ה-70.,ועדת ההימורים הלאומית האחרונה לא הייתה מזמן מדי.,לא,strong,0.62,0.62,117830,slate,
hn120432,?,שתי הערים חוו את אותו גורל הרסני פעמיים.,שתי הערים סבלו מהרס.,שתי הערים אף פעם לא חלקו את אותו גורל.,אף פעם | לא,"phrase,strong",0.62,0.25,120432,travel,
hn122055,?,סיפור מתאר את תקופת הפריצה של מוחמד עלי.,תקופת הפריצה של מוחמד עלי תוארה כ-,תקופת הפריצה של מוחמד עלי מעולם לא תוארה.,מעולם לא,phrase,0.62,0.62,122055,slate,
hn128886,?,חיסכון ממשלתי משפיע ישירות על הגמישות התקציבית העתידית באמצעות השפעתו על הוצאות תשלום הריבית.,חסכון ממשלתי משפיע ישירות על הגמישות התקציבית העתידית.,חיסכון ממשלתי אינו משפיע ישירות על הגמישות התקציבית העתידית.,אינו,strong,0.62,0.54,128886,government,
hn132345,?,זה כיף גדול לעזור לשומרים לפתוח את המנעולים.,לעזור לשומרים לפתוח את המנעולים זה מאוד כיף.,"לעזור לשומרים לפתוח את המנעולים מייגע ולא מהנה,",ולא,strong,0.62,0.88,132345,travel,
hn13902,?,כעת חוזים עודפי תקציב פדרליים לפחות לעשור הקרוב.,כעת צפויים עודפי תקציב פדרליים לפחות לעשור הבא.,עודפי תקציב פדרליים לא צפויים לפחות בעשור הקרוב.,לא,strong,0.62,0.75,13902,government,
hn144480,?,"בגרסת ABC של המסמך, הוא מופיע בשני המקומות.",זה הופיע בשני מקומות בגרסה של ABC למסמך.,"בגרסת ABC למסמך, זה לא מופיע בשני המקומות.",לא,strong,0.62,0.38,144480,slate,
hn144561,?,הבטחת כיסוי ביקורת מספק של אבטחת מידע בסוכנות,סיקור סקירה מספק של אבטחת מידע מובטח.,כיסוי ביקורת הולם של אבטחת מידע אינו מובטח.,אינו,strong,0.62,0.50,144561,government,
hn20039,?,8- תלוי באינטראקציה בין כל חיסכון אישי נוסף וצמצום ממשלתי הקשור למימון התמריץ.,תלוי באינטראקציה בין כל חסכון אישי נוסף לבין חוסר חסכון ממשלתי,אינו תלוי באינטראקציה בין כל חיסכון אישי נוסף לבין חיסכון ממשלתי,אינו,strong,0.62,0.54,20039,government,
hn2855,?,כיצד הקמת חשבונות פרטניים תשפיע על החיסכון הלאומי?,הקמת חשבון אישי תשפיע על החיסכון הלאומי.,הקמת חשבון אישי לא תשפיע על החיסכון הלאומי.,לא,strong,0.62,0.62,2855,government,
hn29664,?,הניתוח הכלכלי של NRCS נידון במבוא לכלל הסופי.,הכלל הסופי כולל ניתוח כלכלי של NRCS.,הניתוח הכלכלי של NRCS אינו נכלל בכלל הסופי.,אינו,strong,0.62,0.38,29664,government,
hn30673,?,אבל יש משהו שאתה יכול לעשות כדי לעזור.,אתה יכול לסייע.,אין דבר שאתה יכול לעשות כדי לעזור.,אין,strong,0.62,0.12,30673,letters,
hn33322,?,הציורים הפוסט-אימפרסיוניסטים של ג'ק ב. ייטס (אחיו של המשורר המפורסם) ראויים לציון במיוחד.,ג'ק ב' ייטס הוא אחיו של משורר מפורסם.,הציורים של ג'ק ב. ייטס אינם ראויים לציון כלל.,אינם,strong,0.62,0.46,33322,travel,
hn42937,?,סגנון הקישוטים המרשים הזה אופייני לספרד במאה ה-16.,סגנון טיפוסי של ספרד במהלך המאה ה-16 היה מעוטר מאוד.,לא היה סגנון ייחודי אופייני לספרד במאה ה-16.,לא,strong,0.62,0.25,42937,travel,
hn43367,?,עובדים אלה יצטרכו לעבור הכשרה צולבת כדי שיוכלו לטפל הן בעיבוד ההחזרים והן באחריות התאימות שלהם.,אותם עובדים יצטרכו לעבור הכשרה כדי שיוכלו לטפל בעיבוד החזרות שלהם.,עובדים אלה לא יצטרכו לעבור הכשרה כדי שיוכלו לטפל בעיבוד החזרות שלהם.,לא,strong,0.62,0.56,43367,government,
hn43371,?,אבל נשים בנות זמננו יכולות לקבל את שניהם.,נשים מודרניות יכולות לקבל את זה בכל דרך.,נשים לא יכולות לקבל את שניהם.,לא,strong,0.62,0.50,43371,slate,
hn46901,?,"בנוסף להוצאותיה הישירות, הממשלה הפדרלית מציעה תמריצי מס כדי לעודד חיסכון והשקעה שאינם פדרליים.","הממשלה הפדרלית מציעה גם תמריצים מס כדי לקדם חסכון והשקעה שאינם קשורים לממשלה הפדרלית, בנוסף להוצאות ישירות.",הממשלה הפדרלית לעולם לא מציעה תמריצים מס כדי לעודד חיסכון והשקעה.,לא,strong,0.62,0.54,46901,government,
hn47018,?,כדור הארץ במאזן של גור הואשם הן בחשיבה מעורפלת והן בקידום פוליטי עירום.,"מאשימים את הספר ""כדור הארץ במאזן"" של גור בקידום פוליטי גלוי.","הספר ""כדור הארץ במאזן"" של גור מעולם לא הואשם בחשיבה מעורפלת.",מעולם לא,phrase,0.62,0.54,47018,slate,
hn53260,?,הוא תמיד שמר על חדר השינה [והארונות] נעולים.,הוא שמר על חדר השינה נעול,הוא שמר על חדרי השינה לא נעולים,לא,strong,0.62,0.62,53260,slate,
hn57480,?,"אלו שחושבים שהפוליטיקה קובעת את מהלך הטכנולוגיה (לדוגמה,",יש המאמינים שהפוליטיקה משפיעה על נתיב הטכנולוגיה.,אלה שחושבים שהפוליטיקה בשום אופן לא קובעת את מהלך התחבורה.,בשום אופן | לא,"phrase,strong",0.62,0.25,57480,slate,
hn63016,?,"זה מספיק טוב, אבל יש לי תוכנית אחרת.","יש לי הצעה נוספת, אם כי זה מספיק.",זה לא מספיק ואין לי תוכנית אחרת.,לא | ואין,strong,0.62,0.50,63016,fiction,
hn65204,?,ההפניות יופיעו בסוגריים בסוף כל פסקה או איור.,"בסוף כל פסקה או איורים, שם יופיעו ההפניות.",לא יהיה כלום בסוף כל פסקה או איור.,לא,strong,0.62,0.75,65204,government,
hn68954,?,היא הגיעה להכיר את בטי קארי טוב מאוד.,"עם הזמן, היא החלה להכיר טוב את בטי קארי.",היא הגיעה לא ממש לחבב את בטי קארי.,לא,strong,0.62,0.75,68954,slate,
hn69383,?,"במהלך העשור האחרון, הממשלה והאומה שלנו הפכו ל","האומה שלנו, כמו גם הממשלה שלנו, בעשור האחרון.","בעשור האחרון, הממשלה והאומה שלנו לא הפכו לכלום.",לא,strong,0.62,0.38,69383,government,
hn69912,?,אתה יכול להחליט בעצמך אם אתה אוהב את השאלה של טיילור - וזו הנקודה.,טיילור יש שאלה.,אין לך זכות להחליט אם אתה אוהב את השאלה של טיילור.,אין,strong,0.62,0.08,69912,slate,
hn70247,?,"זה שמה, אמרה טופנס, פוקחת את עיניה לרווחה.",טופנס דאגה שהעיניים שלה ייראו גדולות מאוד.,"זה לא שמה, טופנס עצמה את עיניה בפחד.",לא,strong,0.62,0.12,70247,fiction,
hn72409,?,סלינג'ר כתב מכתבים דומים לסופרות צעירות אחרות.,סופרות צעירות אחרות קיבלו מכתבים דומים גם מסאלינג'ר.,סלינג'ר אף פעם לא כתב מכתבים דומים לאף אחד אחר.,אף פעם | לא | לאף אחד,"phrase,strong",0.62,0.62,72409,slate,
hn77819,?,"לכן, יש להעריך פשרה כלכלית עבור כל פרויקט.",לכל פרויקט חייב להיות מדד כלכלי מוערך.,לא נדרשת הערכת פשרה כלכלית עבור כל פרויקט.,לא,strong,0.62,0.12,77819,government,
hn78700,?,יש לרכוש את החבילה לאחר הגעתך לפוארטו ריקו.,עליך לרכוש את החבילה לאחר שתגיע לפוארטו ריקו.,אינך נדרש לרכוש דבר לאחר הגעתך לפוארטו ריקו.,אינך,strong,0.62,0.75,78700,travel,
hn79242,?,"את עובדת ב-Tadminster, נכון, מיס מורדוך? היא הנהנה.",מיס מורדוק עבדה בטאדמינסטר.,את לא עובדת ב-Tadminster. היא הנהנה.,לא,strong,0.62,0.12,79242,fiction,
hn81462,?,אולי תחושות הבדידות המוגברות שלהם הן השתקפויות של הבנה מעמיקה יותר של המצב האנושי.,בדידות נראית כהשתקפות של הבנה של מה זה להיות אנושי.,תחושות הבדידות המוגברת שלהם לא היו השתקפויות של הבנה מעמיקה יותר.,לא,strong,0.62,0.15,81462,slate,
hn87849,?,מוזיאון הטבע של מחוז לוס אנג'לס והסניף שלו בברבנק נהדרים לכל המשפחה.,כל המשפחה יכולה להעריך את מוזיאון הטבע של מחוז לוס אנג'לס ואת הסניף שלו בברבנק.,בברבנק אין סניף של מוזיאון הטבע של מחוז לוס אנג'לס.,אין,strong,0.62,0.77,87849,travel,
hn88761,?,אלכסנדר לבד היה מעורב בשערורייה של המאפיה בסיביר.,שערוריית מאפיה התרחשה בסיביר.,אלכסנדר לבד מעולם לא היה מעורב עם המאפיה.,מעולם לא,phrase,0.62,0.12,88761,slate,
hn88841,?,"בתיאוריה, צמצום אמור להיות דרך להתאים את גודל כוח העבודה שלך לגודל העסק שלך.",צמצום צריך להתאים את כוח העבודה שלך לגודל העסק שלך.,צמצום לא יכול להתאים את כוח העבודה שלך לגודל העסק שלך.,לא,strong,0.62,0.62,88841,slate,
hn88882,?,קיימים מספר חלופות לרישום שינויים בלוחות זמנים שנקבעו.,קיימות אלטרנטיבות רבות לרישום שינויים בלוחות זמנים שנקבעו.,לא קיימות חלופות לרישום שינויים בלוחות זמנים קבועים.,לא,strong,0.62,0.62,88882,government,
hn95477,?,"הוא התנשף כשהגיע לפסגה, אבל עדיין הצליח לדבר.",הוא היה מותש כשהגיע לפסגה.,הוא לא הצליח לדבר כשהגיע לפסגה.,לא,strong,0.62,0.38,95477,fiction,
hn95743,?,ערכים אלה משקפים את ההתאמה לשינויים בהכנסה הריאלית לאורך זמן הכלולה בשומות ההטבות בסיכומי ההטבות הלאומיות שלנו.,ההתאמה לשינויים בהכנסה הריאלית לאורך זמן שנכללת בשומות ההטבות בסיכומי ההטבות הלאומיים שלנו משתקפת בערכים אלה.,ערכים אלה אינם משקפים את ההתאמה לשינויים בהכנסה הריאלית לאורך זמן.,אינם,strong,0.62,0.69,95743,government,
hn96776,?,חברות מסחריות מובילות מצפות ממנהלי התוכניות שלהן לספק מוצרים באיכות גבוהה בזמן ובתקציב.,מצופה ממנהלי תוכנית לספק מוצרים באיכות גבוהה בתוך התקציב ובזמן.,חברות מסחריות מובילות אינן מצפות ממנהלי תוכניות לספק תוכן באיכות גבוהה.,אינן,strong,0.62,0.38,96776,government,
hn96986,?,"במהלך הדיון במליאה, הובעה דאגה רבה לגבי ה-","בוויכוח, הועלתה דאגה לגבי ה-","במהלך דיון, לא הובעה כל דאגה לגבי ה-",לא,strong,0.62,0.38,96986,government,
hn98257,?,ספרים אלקטרוניים עשויים להתכנס עם מכשירים ניידים אחרים.,ספרים אלקטרוניים עשויים לעבוד עם מכשירים ניידים אחרים,ספרים אלקטרוניים לא יתמזגו עם מכשירים אחרים,לא,strong,0.62,0.88,98257,slate,
hn98950,?,טינטורטו (1518 - 1594) הביא את המנייריזם לוונציה.,טינטורטו היה בעל השפעה רבה על ונציה.,טינטורטו לא הביא את המנייריזם לוונציה.,לא,strong,0.62,0.12,98950,travel,
hn99694,?,היית מתקשר לחברים שלך בטלפון הזה קודם כל!,היית משתמש בטלפון כדי להתקשר לחברים שלך.,לעולם לא היית מתקשר לחברים שלך בטלפון.,לא,strong,0.62,0.50,99694,fiction,
hn126211,?,"על ידי השקעה בקהילה באמצעות שותפות זו, אתה יכול לעזור ליותר מ-220,000 אנשים במרכז אינדיאנה בשנה הבאה.","אתה יכול לעזור ליותר מ-220,000 אנשים במרכז אינדיאנה בשנה הבאה על ידי השקעה בקהילה באמצעות שותפות זו.",לא תעזור לאף אחד במרכז אינדיאנה בשנה הבאה על ידי השקעה בקהילה באמצעות שותפות זו.,לא | לאף אחד,"phrase,strong",0.61,1.00,126211,letters,
hn35347,?,"כדי להתמודד ביעילות עם סוגים אלה של אנשים, סנקציות אזרחיות חייבות להיות חזקות מספיק וממוקדות מספיק כדי למנוע משחקנים רעים פוטנציאליים לעשות דברים שפוגעים באחרים.","כדי להתמודד בצורה יעילה עם סוגים אלה של אנשים, סנקציות אזרחיות חייבות להיות חזקות מספיק","כדי להתמודד ביעילות עם סוגים אלה של אנשים, סנקציות אזרחיות לא חייבות להיות חזקות מספיק",לא,strong,0.61,0.57,35347,government,
hn100458,?,"ובכן, הוא הודה, ""אני מניח שזה יכול להיות גרוע יותר.",הוא הכחיש שהמצב יכול להיות גרוע יותר ממה שהוא היה.,הוא לא חשב שזה יכול להיות גרוע יותר.,לא,strong,0.60,0.50,100458,fiction,
hn103065,?,סר ג'יימס יראה אותך.,סר ג'יימס מוכן לפגוש אותך.,סר ג'יימס לא זמין כרגע.,לא,strong,0.60,0.80,103065,fiction,
hn104048,?,זאת אינך יכול לעשות עם קוסובו בלי לפגוע בקצב ובחוש ההגינות האנושית.,פעולה כזאת עם קוסובו הייתה פוגעת בתחושת ההגינות האנושית.,לעשות זאת עם קוסובו לא יפגע בתחושת ההגינות האנושית.,לא,strong,0.60,0.40,104048,slate,
hn104055,?,בקרבת מקום נמצא פסל של צ'ארלס השני על סוס.,צ'ארלס השני רוכב על סוס בתיאור פיסולי שלו.,אין פסלים של צ'ארלס השני על סוס.,אין,strong,0.60,0.50,104055,travel,
hn104467,?,גישה זו מוצגת באיור 4-2.,איור 4-2 מראה גישה זו.,איור 4-2 לא מתאר גישה זו.,לא,strong,0.60,0.60,104467,government,
hn106240,?,אתה יודע הרבה על היסטוריה?',כמה אתה יודע?,אתה לא יודע היסטוריה.,לא,strong,0.60,0.40,106240,fiction,
hn109240,?,"כן, אמר סר ג'יימס.",סר ג'יימס הסכים.,סר ג'יימס לא הסכים.,לא,strong,0.60,0.60,109240,fiction,
hn110772,?,אפילו יש חשבון עובר ושב.,יש להם חשבון עובר ושב.,אין להם חשבון עובר ושב.,אין,strong,0.60,0.80,110772,government,
hn110959,?,אז למה לעשות את זה?,למה היית עושה את זה?,למה אתה לא עושה את זה?,לא,strong,0.60,0.60,110959,slate,
hn112158,?,מי הולך? דרשה טופנס בחדות.,טופנס רצתה לדעת מי הולך.,טופנס לא התעניינה לדעת מי הולך.,לא,strong,0.60,0.60,112158,fiction,
hn112666,?,התאמנו את עלויות עיבוד הדואר עבור La Poste ו-Posti Finland.,התאמנו את עלויות עיבוד הדואר עבור Posti Finland.,לא התאמנו את עלויות עיבוד הדואר עבור פוסטי פינלנד.,לא,strong,0.60,0.70,112666,government,
hn114423,?,הם הלכו לשם כל הזמן.,זה היה המקום שאליו הם הלכו כל הזמן.,הם לא הלכו לשם.,לא,strong,0.60,0.80,114423,fiction,
hn11468,?,גוונים של צ'יקן ליטל!,"ממש כמו ב""העולם על פי צ'יקן ליטל""!",לא כמו צ'יקן ליטל בכלל.,לא,strong,0.60,0.60,11468,fiction,
hn114824,?,המידע היה צריך לכלול זיהוי ספציפי של הטובין או השירות.,הוא דרש זיהוי ספציפי של הפריט או השירות.,לא נדרש זיהוי ספציפי של הטובין או השירות.,לא,strong,0.60,0.50,114824,government,
hn115032,?,מעורבות לקוחות חשובה גם כן.,מעורבות לקוחות היא חשובה גם.,מעורבות של לקוחות לא חשובה.,לא,strong,0.60,0.80,115032,government,
hn115169,?,"לדוגמה, ניתן לעטוף סקיצות או תמונות בחומר בצבעים ודוגמאות שונים.",ניתן לעטוף חומרים בעלי דוגמאות שונות סביב תמונות.,לא ניתן לעטוף תמונות בחומר בצבעים שונים.,לא,strong,0.60,0.30,115169,oup,
hn115288,?,תמיד אמרת לי את זה.,אתה אמרת לי את זה.,מעולם לא סיפרת לי את זה.,מעולם לא,phrase,0.60,0.80,115288,fiction,
hn115341,?,"עוד שאלה אחת, מר וולס.","מר וולס, עוד שאלה אחת בשבילך.","לא עוד שאלות, מר וולס.",לא,strong,0.60,1.00,115341,fiction,
hn116659,?,"ג'ודי, מה שלומך בשיקגו?",ג'ודי נמצאת בשיקגו.,ג'ודי מעולם לא הייתה בשיקגו.,מעולם לא,phrase,0.60,0.60,116659,slate,
hn118628,?,"תגידי משהו מקורי, גנחה סינתיה.",סינתיה רצתה שאומר משהו מקורי.,סינתיה רצתה שאגיד משהו לא מקורי.,לא,strong,0.60,0.60,118628,fiction,
hn120190,?,אז הדבר הראשון שהיא זוכרת?,"ממשיכים קדימה, מה הדבר הראשון שהיא זוכרת?",היא לא זוכרת את הדבר הראשון.,לא,strong,0.60,0.80,120190,fiction,
hn120462,?,( מסביר מה גרינספן באמת אמר.),זה מסביר את כל הדברים שגרינספן באמת אמר.,זה לא מסביר שום דבר שגרינספאן באמת אמר.,לא | שום דבר,"phrase,strong",0.60,0.60,120462,slate,
hn121299,?,אתה תעזור לי למרות עצמך.,תעזור לי למרות עצמך.,"אתה לא תעזור לי, למרותי.",לא,strong,0.60,0.80,121299,fiction,
hn121766,?,"מה עוד זה יכול להיות?""",האם זה יכול להיות משהו אחר?,זה לא יכול להיות שום דבר אחר.,לא | שום דבר,"phrase,strong",0.60,0.60,121766,fiction,
hn122434,?,הצורך בשירותים משפטיים הוא מכריע.,הצורך בשירותים משפטיים הוא עצום.,הצורך בשירותים משפטיים אינו מרשים.,אינו,strong,0.60,0.80,122434,government,
hn123281,?,(מצביע שוב על תחתית הפאזל),מורה שוב בתנועה על תחתית הפאזל.,"לא מצביע, רק מגרגר על הפאזל.",לא,strong,0.60,0.80,123281,oup,
hn125492,?,תוצאות הנראות מדווחות כשינוי בדציבלים.,שינוי ב-deciviews- כיצד מדווחים על תוצאות הנראות.,תוצאות הנראות אינן מדווחות כלל.,אינן,strong,0.60,0.40,125492,government,
hn126447,?,האוכל של דבלין עבר מטמורפוזה.,האוכל של דבלין כבר עבר שינוי.,האוכל של דבלין נשאר ללא שינוי.,ללא,strong,0.60,0.80,126447,travel,
hn127577,?,לאור מה שקרה הם מעניינים.,"בהתחשב במה שקרה, הם מרתקים.","לא משנה מה קרה, הם לא מעניינים.",לא | לא,strong,0.60,0.40,127577,fiction,
hn128263,?,דוח סופי של כוח המשימה - מאושר על ידי הדירקטוריון,הדירקטוריון אישר את הדוח הסופי על כוח המשימה,דוח כוח המשימה הסופי לא אושר על ידי הדירקטוריון.,לא,strong,0.60,0.40,128263,government,
hn13253,?,הפעמון נוצק מחדש בשנות ה-1680.,"בסוף המאה ה-17, הפעמון נוצק מחדש.",הפעמון לא נוצק מחדש במהלך חייו.,לא,strong,0.60,0.60,13253,travel,
hn134041,?,"אני מדבר גם בשמך, אני יודע.",אני מבין שאני מדבר בשם שנינו.,"אני מדבר רק בשמי, לא בשמך.",לא,strong,0.60,0.40,134041,fiction,
hn134516,?,על זה אדבר איתך היום.,,אני לא אדבר איתך היום.,לא,strong,0.60,0.00,134516,government,WRITE PARAPHRASE
hn135294,?,"עליך תמיד להקשיב לאינסטינקטים שלך.""",,אין לך צורך להקשיב לאינסטינקטים שלך.,אין,strong,0.60,0.00,135294,fiction,WRITE PARAPHRASE
hn136468,?,ארוחת בוקר כלולה במחיר החדר.,ארוחת בוקר כלולה.,ארוחת בוקר לא כלולה.,לא,strong,0.60,0.60,136468,travel,
hn137024,?,"ובכן, אתה יכול לעשות משהו.","ובכן, יש משהו שאתה יכול לעשות.","ובכן, אין שום דבר שאתה יכול לעשות.",אין | שום דבר,"phrase,strong",0.60,0.80,137024,fiction,
hn137109,?,זה היה בבירור המקרה בקשר לתקני העצמאות הנוכחיים של AICPA.,זה היה בבירור המקרה בקשר ל-AICPA.,זה בבירור לא היה המקרה בקשר עם AICPA.,לא,strong,0.60,0.50,137109,government,
hn137901,?,הוצגו ותואמו עם מחקר המקרה,הוא הוצג ותואם עם מחקר המקרה.,הוא לא הוצג עם מחקר המקרה.,לא,strong,0.60,0.60,137901,government,
hn138441,?,אנחנו מעריכים את הרצון שלך לעזור אבל אנחנו יכולים לדאוג לעצמנו.,,"אנחנו צריכים את העזרה שלך, אנחנו לא יכולים לדאוג לעצמנו.",לא,strong,0.60,0.00,138441,fiction,WRITE PARAPHRASE
hn138727,?,טיפול צדקה בבתי חולים למטרות רווח הוא חצי מבתי חולים ללא מטרות רווח.,יש טיפול צדקה בבתי חולים.,אין טיפול צדקה בבתי חולים ללא מטרות רווח.,אין,strong,0.60,0.40,138727,slate,
hn138846,?,"כתוצאה מכך, מספר הגישות החדשות",יש גישות חדשות עכשיו.,מספר הגישות החדשות לא הושפע.,לא,strong,0.60,0.00,138846,government,
hn139077,?,זו הבעיה עם כוכבי כדורסל.,יש בעיה עם כוכבי כדורסל.,אין שום בעיה עם כוכבי כדורסל.,אין,strong,0.60,0.60,139077,slate,
hn139986,?,"חיפשתי את זה בכל מקום.""",,לא חיפשתי את זה.,לא,strong,0.60,0.00,139986,fiction,WRITE PARAPHRASE
hn141121,?,בתי ספר המשרתים אזורים כפריים.,בתי הספר משרתים אזורים כפריים.,אין בית ספר המשרת אזורים כפריים.,אין,strong,0.60,0.60,141121,government,
hn141601,?,יעדים הקשורים ישירות לתוצאות הארגוניות,התוצאות יכולות להיות מקושרות למטרות מסוימות.,היעדים לא קשורים ישירות לתוצאות הארגוניות.,לא,strong,0.60,0.00,141601,government,
hn142184,?,מה אם הוא יתקוף ראשון?',,מה אם הוא יברח ולא יילחם?,ולא,strong,0.60,0.00,142184,fiction,WRITE PARAPHRASE
hn14284,?,סוסי R הכפולים נעלמו לאחרונה.,לאחרונה סוסי R כפול נעלמו.,אף אחד מהסוסים הכפולים R לא נעלם לאחרונה.,אף אחד | לא,"phrase,strong",0.60,0.80,14284,fiction,
hn142879,?,התלונה היא שהם מייצאים בכלל.,הם מייצאים דברים.,הבעיה היא שהם לא מייצאים מספיק.,לא,strong,0.60,0.20,142879,slate,
hn143570,?,מהות הסבר משבר הטילים בקובה.,משבר הטילים בקובה קשור לצבא.,משבר הטילים בקובה אינו עוסק בטילים.,אינו,strong,0.60,0.60,143570,government,
hn143741,?,"ניהול, מערכות מידע ונהלי עסקים.",,אין ניהול ונהלי עסקים נוראיים.,אין,strong,0.60,0.00,143741,government,WRITE PARAPHRASE
hn14501,?,הנגרים היו יעילים באותה מידה.,הנגרים היו יעילים.,הנגרים היו לא יעילים.,לא,strong,0.60,0.60,14501,fiction,
hn145688,?,אבל זה לא הופך אותם לטועים.,הם לא טועים למרות ויכוחים קודמים.,זה הופך אותם ללא נכונים.,ללא,strong,0.60,0.00,145688,slate,
hn145832,?,האם אני ער או ישן?,,אני לא מתעורר או ישן.,לא,strong,0.60,0.00,145832,slate,WRITE PARAPHRASE
hn1496,?,למה הם חשבו שאנחנו כאן?,למה הם חשבו שאנחנו פה?,האם הם לא הבינו שאנחנו כאן?,לא,strong,0.60,0.80,1496,fiction,
hn1651,?,באוארשטיין היה שם באותו ערב.,מישהו היה שם בערב.,באוארשטיין לא היה שם בערב.,לא,strong,0.60,0.40,1651,fiction,
hn16961,?,מי הוא? שאל קא'דן.,קאדן רצה לדעת מי הוא.,קאדאן לא שאל אף אחד מי הוא.,לא | אף אחד,"phrase,strong",0.60,0.40,16961,fiction,
hn17274,?,"לאחר שהפסיד בערעור ונענש על ידי שופטי בית המשפט לערעורים, הוא ניסה לערער לבית המשפט העליון.",הוא ניסה לפנות לבית המשפט העליון לאחר שהפסיד בערעור שלו.,הוא לא ניסה לערער לבית המשפט העליון לאחר שהפסיד בערעור שלו.,לא,strong,0.60,0.53,17274,slate,
hn17768,?,ועכשיו הבנים הגדולים רוצים להרוויח.,הבנים רוצים למשוך את כספיהם.,הבנים הגדולים לא רוצים לממש.,לא,strong,0.60,0.40,17768,slate,
hn22398,?,אנחנו יכולים לתקן את זה.',אפשר לתקן את זה.,אי אפשר לתקן את זה.,אי אפשר,phrase,0.60,0.60,22398,fiction,
hn22699,?,זה כבר היה שם בתערובת.,הוא כבר היה כלול בתערובת.,זה לא היה כבר חלק מהתערובת.,לא,strong,0.60,0.60,22699,fiction,
hn23738,?,"זה חבל, אמר ג'ון.",ג'ון אמר שזה חבל.,ג'ון לא חשב שזה חבל.,לא,strong,0.60,0.80,23738,fiction,
hn24197,?,"אלוהים, הוא היה באמת עייף.",הוא היה מאוד עייף.,הוא לא היה עייף בכלל.,לא,strong,0.60,0.60,24197,fiction,
hn26087,?,הערכת הפחתות סיכון לסרטן קטלני.,הערכה של הפחתות סיכון לסרטן קטלני.,אין הערכה של סיכון לסרטן קטלני.,אין,strong,0.60,0.80,26087,government,
